Name,Acronym,Deadline,Conf Date,Core
"International Conference on Algorithms, Software Engineering and Network Security",ASENS,05/01/2025,21/03/2025,
IEEE Engineering Education World Conference,EDUNINE,31/03/2024,23/03/2025,
IEEE International Conference on Microelectronic Test Structures,ICMTS,25/10/2024,24/03/2025,
International Conference on Digital Signal Processing and its Applications,DSPA,31/01/2025,26/03/2025,
IEEE Green Technologies Conference,GreenTech,01/12/2024,26/03/2025,
Asia Energy and Electrical Engineering Symposium,AEEES,10/11/2024,28/03/2025,
IEEE Region 5 Annual Meeting,R5,15/12/2024,28/03/2025,
International Conference on Next Generation Information System Engineering,NGISE,25/10/2024,28/03/2025,
International Conference on Consumer Technology,ICCT-Pacific,18/10/2024,29/03/2025,
European Conference on Antennas and Propagation,EuCAP,18/10/2024,,
"International Conference on Quantum Communications, Networking, and Computing",QCNC,30/10/2024,,
International Conference on Trends in Engineering Systems and Technologies,ICTEST,31/12/2024,03/04/2025,
Global Conference on Cognitive Computing and Communication Technology,GC4T,15/08/2024,04/04/2025,
International Conference on Advancement in Communication & Computing in Technology,INOACC,10/10/2024,04/04/2025,
Devices for Integrated Circuit,DevIC,01/07/2024,05/04/2025,
"IEEE International Conference on Acoustics, Speech, and Signal Processing Workshops",ICASSPW,09/09/2024,06/04/2025,
IEEE International systems Conference,SysCon,17/11/2024,07/04/2025,
IEEE Texas Symposium on Wireless and Microwave Circuits and Systems,WMCS,10/02/2025,08/04/2025,
"International Youth Conference on Radio Electronics, Electrical and Power Engineering",REEPE,31/12/2024,08/04/2025,
IEEE Conference on Secure and Trustworthy Machine Learning,SaTML,25/09/2024,09/04/2025,
"IEEE Workshop on Electrical Machines Design, Control and Diagnosis",WEMDCD,15/12/2024,09/04/2025,
International Workshop on Integrated Nonlinear Microwave and Millimetre-Wave Circuits,INMMIC,30/11/2024,10/04/2025,
IEEE International Conference on Robotics and Technologies for Industrial Automation,ROBOTHIA,01/09/2024,12/04/2025,
International Conference on IT Innovation and Knowledge Discovery,ITIKD,31/12/2024,13/04/2025,
Eighth International Women in Data Science Conference at Prince Sultan University,WiDS PSU,20/10/2024,13/04/2025,
International Vacuum Electronics Conference,IVEC,21/12/2024,14/04/2025,
IEEE Silicon Photonics Conference,SiPhotonics,06/10/2024,14/04/2025,
IEEE Wireless and Microwave Technology Conference,WAMICON,07/02/2025,14/04/2025,
Asia Conference on Power and Electrical Engineering,ACPEE,15/12/2024,15/04/2025,
"International Conference on Microwave, Antennas & Circuits",ICMAC,30/10/2024,16/04/2025,
International Conference on Web Research,ICWR,01/02/2025,16/04/2025,
"International Conference on Control, Automation and Robotics",ICCAR,20/12/2024,18/04/2025,
IEEE Conference on Technologies for Sustainability,SusTech,01/11/2024,20/04/2025,
IEEE International Conference on RFID,RFID,13/01/2025,22/04/2025,
IEEE Specialist Meeting on Reflectometry using GNSS and other Signals of Opportunity,GNSS+R,19/12/2024,23/04/2025,
International Symposium on Quality Electronic Design,ISQED,15/11/2024,23/04/2025,
"International Conference on Nanoelectronics, Nanophotonics, Nanomaterials, Nanobioscience & Nanotechnology",5NANO,10/12/2024,24/04/2025,
"IEEE International Conference on Control, Electronics and Computer Technology",ICCECT,24/01/2025,25/04/2025,
"International Conference on Electrical Engineering, Control and Robotics",EECR,10/12/2024,25/04/2025,
IEEE Rural Electric Power Conference,REPC,15/10/2024,,
IEEE International Conference on Consumer Technology-Europe,ICCT-Europe,15/06/2024,28/04/2025,
"International Conference on Simulation, Modeling, and Programming for Autonomous Robots",SIMPAR,01/11/2024,,
IEEE Annual International Symposium on Field-Programmable Custom Computing Machines,FCCM,07/01/2025,04/05/2025,B
Conference on Lasers and Electro-Optics,CLEO,22/12/2024,04/05/2025,
"IEEE International Conference on Mobility, Operations, Services and Technologies",MOST,20/12/2024,04/05/2025,
IEEE International Symposium on Design and Diagnostics of Electronic Circuits and Systems,DDECS,06/01/2025,05/05/2025,
IEEE International Symposium on Hardware Oriented Security and Trust,HOST,09/12/2024,05/05/2025,
Annual SEMI Advanced Semiconductor Manufacturing Conference,ASMC,18/10/2024,05/05/2025,
"International Conference on Electronics, Energy and Measurement",IC2EM,14/12/2024,06/05/2025,
Global Conference in Emerging Technology,GINOTECH,17/09/2024,09/05/2025,
IEEE Energy Conversion Congress & Exposition Asia,ECCE-Asia,15/11/2024,11/05/2025,
IEEE/IAS Industrial and Commercial Power Systems Technical Conference,&CPS,13/12/2024,11/05/2025,
IEEE International Symposium on Product Compliance Engineering,ISPCE,15/01/2025,12/05/2025,
IEEE International Conference on Smart Information Systems and Technologies,SIST,07/02/2025,14/05/2025,
The International Conference on Mechanical and Intelligent Manufacturing Technologies,ICMIMT,25/12/2024,16/05/2025,
IEEE International Memory Workshop,IMW,04/02/2025,18/05/2025,
IEEE International Electric Machines & Drives Conference,IEMDC,17/11/2024,18/05/2025,
International Symposium on Linear Drivers for Industry Applications,LDIA,13/12/2024,18/05/2025,
Asia-Pacific International Symposium and Exhibition on Electromagnetic Compatibility,APEMC,31/10/2024,19/05/2025,
IEEE Microelectronics Design & Test Symposium,MDTS,15/12/2024,19/05/2025,
"IEEE International Symposium on Cluster, Cloud and Internet Computing",CCGrid,02/12/2024,19/05/2025,
"IEEE International Conference on Compatibility, Power Electronics and Power Engineering",CPE-POWERENG,10/01/2025,20/05/2025,
Third International Conference on Augmented Intelligence and Sustainable Systems,ICAISS,12/01/2025,21/05/2025,
International Radar Symposium,IRS,20/12/2024,21/05/2025,
"International Conference in Advances in Power, Signal, and Information Technology",APSIT,15/12/2024,23/05/2025,
International Conference for Emerging Technology,INCET,24/12/2024,23/05/2025,
IEEE Joint International Information Technology and Artificial Intelligence Conference,ITAIC,31/03/2025,23/05/2025,
"International Conference on Microwave, Optical, and Communication Engineering",ICMOCE,28/02/2025,23/05/2025,
International Conference on Artificial Intelligence and Big Data,ICAIBD,25/11/2024,23/05/2025,
IEEE Symposium on Computer Applications & Industrial Electronics,ISCAIE,30/11/2024,24/05/2025,
IEEE International Symposium on Circuits and Systems,ISCAS,14/10/2024,25/05/2025,TBR
IEEE Conference on Norbert Wiener in the Century,21CW,15/08/2024,25/05/2025,
IEEE Electronic Components and Technology Conference,ECTC,08/10/2024,26/05/2025,
IEEE International Conference on Automatic Face and Gesture Recognition,FG,28/11/2025,26/05/2025,B
IEEE International Conference on Machine Learning for Communication and Networking,ICMLCN,29/08/2024,26/05/2025,
IEEE Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems,ITherm,16/09/2024,27/05/2025,
IEEE International Conference on Electro Information Technology,eIT,14/02/2025,29/05/2025,
International Symposium on Power Semiconductor Devices and ICs,ISPSD,07/02/2025,01/06/2025,
IEEE Conference on Cognitive and Computational Aspects of Situation Management,CogSIMA,29/11/2024,02/06/2025,National:USA
Joint European Conference on Networks and Communications & 6G Summit,EuCNC/6G Summit,26/01/2025,03/06/2025,
IEEE International Conference on Predictive Control of Electrical Drives and Power Electronics,PRECEDE,30/11/2024,05/06/2025,
International Conference on Emerging Trends in Industry 4.0 Technologies,ICETI4T,15/01/2025,06/06/2025,
"IEEE International Symposium on Ethics in Engineering, Science, and Technology",ETHICS,27/01/2025,06/06/2025,
IEEE Electrical Insulation Conference,EIC,25/09/2024,07/06/2025,
IEEE Photovoltaic Specialists Conference,PVSC,20/01/2025,08/06/2025,
IEEE Statistical Signal Processing Workshop,SSP,10/02/2025,08/06/2025,
IEEE International Conference on Factory Communication Systems,WFCS,07/02/2025,10/06/2025,
IEEE International Workshop on Metrology for Living Environment,MetroLivEnv,24/03/2025,10/06/2025,
International Conference on Computing Technologies,ICOCT,05/12/2024,13/06/2025,
IEEE IAS Pulp and Paper Industry Conference,PPIC,20/11/2023,15/06/2025,
IEEE Symposium on Radiation Measurements and Applications,SORMA West,06/12/2024,16/06/2025,
IEEE/AIAA Transportation Electrification Conference and Electric Aircraft Technologies Symposium,ITEC+EATS,22/12/2024,18/06/2025,
International Conference on Power Electronics Converters for Transportation and Energy Applications,PECTEA,15/01/2025,18/06/2025,
IEEE International Workshop on Metrology for AeroSpace,MetroAeroSpace,31/01/2025,18/06/2025,
IEEE International Conference on Energy and Electrical Engineering,EEE,30/11/2024,20/06/2025,
IEEE Interregional NEWCAS Conference,NEWCAS,03/02/2025,21/06/2025,
IEEE Workshop on Control and Modeling for Power Electronics,COMPEL,21/03/2025,22/06/2025,
International Conference on the Computation of Electromagnetic Fields,COMPUMAG,21/12/2024,22/06/2025,
"IEEE International Conference on Computation, Big-Data and Engineering",ICCBE,01/02/2025,27/06/2025,
"Annual International Conference on Data Science, Machine Learning and Blockchain Technology",AICDMB,15/11/2024,27/06/2025,
"International Conference on Solid-State Sensors, Actuators and Microsystems",Transducers,05/12/2024,,
IEEE International Conference on Multimedia and Expo,ICME,13/12/2024,,A
IEEE Magnet Technology Conference,MT-29,02/09/2025,01/07/2025,
"International Conference on Electrical, Computer and Energy Technologies",ICECET,02/02/2025,03/07/2025,
International Conference on Computing Technologies & Data Communication,ICCTDC,20/11/2024,04/07/2025,
International Conference on Smart & Sustainable Technology,INCSST,01/03/2025,04/07/2025,
IEEE International Conference on Fuzzy Systems,FUZZ,10/01/2025,06/07/2025,
American Control Conference,ACC,27/09/2024,07/07/2025,C
IEEE International Mediterranean Conference on Communications and Networking,MeditCom,03/03/2025,07/07/2025,
IEEE Technology and Engineering Management Society Conference - Global,TEMSCON Global,01/12/2024,07/07/2025,
Signal Processing Symposium,SPSympo,10/01/2025,08/07/2025,
IEEE Nuclear and Space Radiation Effects Conference,NSREC,03/02/2025,10/07/2025,
IEEE International Symposium on Antennas and Propagation and North American Radio Science Meeting,AP-S/CNC-USNC-URSI,20/01/2025,13/07/2025,
IEEE International Conference on Nanotechnology,NANO,03/03/2025,13/07/2025,
IEEE CNC-USNC-URSI North American Radio Science Meeting,Joint with AP-S Symposium,20/01/2025,13/07/2025,
Annual International Conference of the IEEE Engineering in Medicine and Biology Society,EMBC,24/01/2025,14/07/2025,
International Conference of the Portuguese Society for Engineering Education,CISPEE,17/01/2025,16/07/2025,
International Conference of Clean Energy and Electrical Engineering,ICCEEE,01/10/2024,18/07/2025,
International Conference on Advanced Machine Learning and Data Science,AMLDS,10/02/2025,19/07/2025,
IEEE International Symposium on Antenna Technology and Applied Electromagnetics,ANTEM,17/01/2025,20/07/2025,
IEEE International Conference on Distributed Computing Systems Workshops,ICDCSW,06/12/2024,21/07/2025,
IEEE International Conference on Power Electronics and Drive Systems,PEDS,10/01/2025,21/07/2025,
IEEE Photonics Society Summer Topicals Meeting Series,SUM,20/02/2025,21/07/2025,
IEEE Annual Reliability and Maintainability Symposium - Europe,RAMS-Europe,07/03/2025,23/07/2025,
Conference on Information Communications Technology and Society,ICTAS,28/03/2025,23/07/2025,
World Conference on Communication & Computing,WCONF,15/02/2025,25/07/2025,
"International Conference on Innovations in Intelligent Systems: Advancements in Computing, Communication, and Cybersecurity",ISAC3,01/03/2025,25/07/2025,
IEEE MTT-S International Conference on Numerical Electromagnetic and Multiphysics Modeling and Optimization,NEMO,01/03/2025,,
IEEE International Conference on Omni-layer Intelligent Systems,COINS,12/04/2025,04/08/2025,
IEEE Research and Applications of Photonics in Defense Conference,RAPID,27/02/2025,13/08/2025,
"International Conference on Infrared, Millimeter, and Terahertz Waves",IRMMW-THz,03/03/2025,17/08/2025,
"IEEE International Symposium on Electromagnetic Compatibility, Signal & Power Integrity",EMC+SIPI,01/11/2024,18/08/2025,
IEEE International Conference on Automation Science and Engineering,CASE,01/03/2025,18/08/2025,TBR
International Conference on Smart Multimedia,ICSM,01/03/2025,21/08/2025,
"IEEE Symposium on Diagnostics for Electric Machines, Power Electronics and Drives",SDEMPED,15/02/2025,24/08/2025,
IEEE Conference on Control Technology and Applications,CCTA,31/01/2025,25/08/2025,
IEEE International Conference on Robot and Human Interactive Communication,RO-MAN,20/03/2025,25/08/2025,
"IEEE International Conference on Electrical, Control and Computer Engineering",InECCE,01/01/2025,27/08/2025,
"IEEE International Conference on Information Technology, Electronics and Intelligent Communication Systems",ICITEICS,25/11/2024,29/08/2025,
IEEE International Symposium on Electrets,ISE,01/03/2025,01/09/2025,
"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications",PIMRC,10/02/2025,01/09/2025,B
European Signal Processing Conference,EUSIPCO,10/03/2025,08/09/2025,
"International Conference on Emerging Research in Electronics, Computer Science and Technology",ICERECT,16/01/2025,12/09/2025,
European Microelectronics and Packaging Conference & Exhibition,EMPC,20/01/2025,15/09/2025,
IEEE International Automated Vehicle Validation Conference,IAVVC,16/02/2025,,
IEEE Radar Conference,RadarConf25,30/10/2024,04/10/2025,
IEEE International Communications Energy Conference,INTELEC,14/02/2025,12/10/2025,
IEEE International Conference on Device Technologies for Diversified Applications,DTDA,27/06/2025,13/10/2025,
Photonics & Electromagnetics Research Symposium,PIERS,30/05/2025,04/11/2025,
IEEE Latin American GRSS & ISPRS Remote Sensing Conference,LAGIRS,13/04/2025,10/11/2025,
IEEE PES GTD Grand International Conference and Exposition Asia,GTD Asia,31/05/2025,26/11/2025,
IEEE International Conference on Energy Technologies for Future Grids,ETFG,01/03/2025,07/12/2025,
IEEE Mediterranean Electrotechnical Conference,MELECON,01/09/2025,02/02/2026,
